Timeline,Start time,Duration,Row,Instance number,Collective Coordination,Cutting & Screeing,DM Catch,Driving,Finishing,Footwork,Passing,Points,Positioning,QB12 DM,Relocation,Shot Location,Shot Outcome,Shot Specific,Space Read,Transition,Ungrouped,Notes,Flags
10.26.25 MIA v NYK Team,715.096314966997,7.600182549660870,Miami Heat,11,,,,,"+ve Finishing: Stride Pivot, -ve Finishing: Read the Length",,+ve Passing: Teammate on the Move,,,,,Short 2,Miss Short,5z5,,"+ve Transition: Effort and Pace, +ve Transition: Pitch Ahead","Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,740.1942248473250,4.6009038740064600,Miami Heat,12,,,+ve DM Catch: Uncontested Shot,,,,,,,,,Long 2,Made,8z2e,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,800.4941990723270,15.100164064335600,Miami Heat,13,,,+ve DM Catch: Drive Pass,,-ve Finishing: Ball Security,+ve Footwork: Step to Ball,+ve Passing: Teammate on the Move,,,"+ve QB12: Cutter, +ve QB12: Strong Side",,,,,,+ve Transition: Effort and Pace,"Turnover, Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,828.093314950999,10.0999063343329,Miami Heat,14,,+ve Cutting & Screening: Movement,,-ve Driving: Paint Touch,,"-ve Footwork: Step to Ball, +ve Footwork: Patient Pickup",,,,,,Short 2,Miss Long,6z8,,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,1037.0912901446600,16.803449475666000,Miami Heat,15,,"+ve Cutting & Screening: Movement, +ve Cutting & Screening: Cut Fill","+ve DM Catch: Drive a Swing/Skip Pass, -ve DM Catch: Uncontested Shot",,,-ve Footwork: Patient Pickup,+ve Passing: Read the Length,,,,-ve Relocate: Dunker- Baseline Cut,3pt,Miss Short,10z5,+ve Space Read: Catch,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,1113.8952065520000,9.699466428333840,Miami Heat,16,,"+ve Cutting & Screening: Movement, +ve Cutting & Screening: Cut Fill, -ve Cutting & Screening: Denial",,+ve Driving: Paint Touch,"+ve Finishing: Read the Length, +ve Finishing: Ball Security",,,,+ve Positioning - Create Shape,,-ve Relocate: 45 Cut,Short 2,Made,5z7,+ve Space Read: Live Dribble,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,1144.9943597173300,13.101116899664700,Miami Heat,17,,"-ve Cutting & Screening: Movement, +ve Cutting & Screening: Movement, +ve Cutting & Screening: Cut Fill","+ve DM Catch: Swing, -ve DM Catch: Drive a Swing/Skip Pass, -ve DM Catch: Uncontested Shot",,,,,,,,,3pt,Miss Long,7z1,-ve Space Read: Catch,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,1230.7960441713400,14.49856058099410,Miami Heat,18,,+ve Cutting & Screening: Movement,"-ve DM Catch: Swing, -ve DM Catch: Drive a Swing/Skip Pass",,,,,,,,,,,,-ve Space Read: Catch,+ve Transition: Effort and Pace,"Turnover, Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,1264.694519100000,8.899548607000730,Miami Heat,19,,,"+ve DM Catch: Swing, +ve DM Catch: Uncontested Shot",,,,,,,+ve QB12: Strong Side,,3pt,Made,7z1,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,1283.593910146330,16.79750022033300,Miami Heat,20,,-ve Cutting & Screening: Principle,,+ve Driving: Paint Touch,"-ve Finishing: Stride Holds, -ve Finishing: Earn a Foul",,,,,,"+ve Relocate: Weak Corner, -ve Relocate: Fill Behind, +ve Relocate: Slide Away",Short 2,Miss Long,4z5,,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,1367.0944901596600,24.899196371340600,Miami Heat,21,,,-ve DM Catch: Swing,+ve Driving: Paint Touch,+ve Finishing: Read the Length,,,,+ve Positioning - Create Shape,,"-ve Relocate: Weak Corner, -ve Relocate: Reverse Direction, -ve Relocate: 45 Cut, -ve Relocate: Dunker- Baseline Cut",Short 2,Made,6z7,+ve Space Read: Live Dribble,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,1634.9913387913300,24.801898952002100,Miami Heat,22,,,-ve DM Catch: Uncontested Shot,,,+ve Footwork: Step to Ball,+ve Passing: Teammate on the Move,,,+ve QB12: Strong Side,+ve Relocate: Reverse Direction,3pt,Miss Long,9z2,-ve Space Read: Catch,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,1735.5951356700000,14.19895215566610,Miami Heat,23,,,,-ve Driving: Paint Touch,,,,,,,+ve Relocate: 45 Cut,,,,+ve Space Read: Live Dribble,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,1762.9968776616600,8.499580716336600,Miami Heat,24,,"+ve Cutting & Screening: Movement, +ve Cutting & Screening: Cut Fill","+ve DM Catch: Swing, +ve DM Catch: Uncontested Shot, -ve DM Catch: Drive a Swing/Skip Pass",,,+ve Footwork: Step to Ball,,,,,,3pt,Miss Short,5z11,-ve Space Read: Catch,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,1781.3947227743300,9.697812113334520,Miami Heat,25,,,,+ve Driving: Paint Touch,"+ve Finishing: Physicality, -ve Finishing: Earn a Foul",,,,,-ve QB12: Baseline,+ve Relocate: Dunker- Baseline Cut,Short 2,Miss Long,4z5,+ve Space Read: Live Dribble,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,1823.0955988343300,16.098387546332800,Miami Heat,26,,+ve Cutting & Screening: Movement,"+ve DM Catch: Drive a Swing/Skip Pass, +ve DM Catch: Swing, +ve DM Catch: Uncontested Shot",,,+ve Footwork: Step to Ball,,,+ve Positioning - Create Shape,+ve QB12: Fill Behind,"-ve Relocate: 45 Cut, +ve Relocate: Dunker- Baseline Cut, +ve Relocate: Fill Behind",3pt,Miss Long,8z10,+ve Space Read: Catch,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,1904.0914827853300,17.247517214670100,Miami Heat,27,,"+ve Cutting & Screening: Movement, +ve Cutting & Screening: Cut Fill",-ve DM Catch: Swing,+ve Driving: Paint Touch,"+ve Finishing: Stride Pivot, +ve Finishing: Read the Length",,,,+ve Positioning - Create Shape,"-ve QB12: Strong Side, -ve QB12: Weak Side","-ve Relocate: Weak Corner, +ve Relocate: Fill Behind, +ve Relocate: Slide Away",Deep 2,Made,4z6,+ve Space Read: Live Dribble,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,1975.2941772873300,9.615494628995980,Miami Heat,28,,,,,-ve Finishing: Ball Security,,,,,,-ve Relocate: Weak Corner,,,,+ve Space Read: Live Dribble,,"Turnover, Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,2184.779605357000,19.200180750323900,Miami Heat,29,,+ve Cutting & Screening: Denial,+ve DM Catch: Uncontested Shot,,,,-ve Passing: Teammate on the Move,,,+ve QB12: Strong Side,,3pt,Made,9z10,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,2276.7824942516700,16.601006634658900,Miami Heat,30,,"+ve Cutting & Screening: Denial, +ve Cutting & Screening: Cut Fill","+ve DM Catch: Swing, +ve DM Catch: Drive a Swing/Skip Pass, +ve DM Catch: Swing, +ve DM Catch: Uncontested Shot",,,+ve Footwork: Step to Ball,+ve Passing: Read the Length,,+ve Positioning - Create Shape,"-ve QB12: Cutter, +ve QB12: Strong Side",,3pt,Miss Short,8z11,-ve Space Read: Catch,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,2304.38262107233,7.614378927669800,Miami Heat,31,,,,,,,-ve Passing: Teammate on the Move,,,,,,,,,,"Turnover, Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,2332.382064597330,10.498970321672900,Miami Heat,32,,,+ve DM Catch: Uncontested Shot,,,,+ve Passing: Teammate on the Move,,,+ve QB12: Strong Side,,3pt,Miss Long,9z11,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,2338.981942158990,8.009650298670290,Miami Heat,33,,,"+ve DM Catch: Uncontested Shot, -ve DM Catch: Drive a Swing/Skip Pass",,,,,,,+ve QB12: Strong Side,,3pt,Miss Long,7z1,-ve Space Read: Catch,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,2353.9824295303300,7.498367919338310,Miami Heat,34,,,,,+ve Finishing: Read the Length,,+ve Passing: Teammate on the Move,,,+ve QB12: Cutter,,Short 2,Made,4z5,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,2782.9841574753200,13.298712539010900,Miami Heat,35,,-ve Cutting & Screening: Principle,,,,,-ve Passing: Teammate on the Move,,"+ve Positioning - Advantage Awareness, +ve Positioning - Create Shape",,"+ve Relocate: Weak Corner, +ve Relocate: Slide Away, +ve Relocate: Fill Behind",,,,,-ve Transition: Effort and Pace,"Turnover, Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,2807.581264683660,10.900929191338900,Miami Heat,36,,+ve Cutting & Screening: Denial,+ve DM Catch: Uncontested Shot,,,,"+ve Passing: Teammate on the Move, +ve Passing: Read the Length",,+ve Positioning - Create Shape,"+ve QB12: Cutter, +ve QB12: Weak Side",-ve Relocate: 45 Cut,3pt,Made,8z10,,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,2833.4801720573300,18.202114683664600,Miami Heat,37,,-ve Cutting & Screening: Movement,"-ve DM Catch: Swing, +ve DM Catch: Swing, +ve DM Catch: Uncontested Shot",,,"+ve Footwork: Step to Ball, -ve Footwork: Step to Ball",,,+ve Positioning - Create Shape,+ve QB12: Strong Side,"+ve Relocate: Reverse Direction, +ve Relocate: Weak Corner",3pt,Made,2z1,,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,2935.5823228530000,16.099497767666400,Miami Heat,38,,"+ve Cutting & Screening: Movement, +ve Cutting & Screening: Cut Fill","+ve DM Catch: Swing, +ve DM Catch: Drive a Swing/Skip Pass, -ve DM Catch: Swing, +ve DM Catch: Drive a Swing/Skip Pass",,"+ve Finishing: Stride Pivot, +ve Finishing: Read the Length",+ve Footwork: Step to Ball,,,+ve Positioning - Create Shape,+ve QB12: Fill Behind,"+ve Relocate: Dunker- Baseline Cut, -ve Relocate: 45 Cut, +ve Relocate: Fill Behind, +ve Relocate: Weak Corner, -ve Relocate: Fill Behind, +ve Relocate: Reverse Direction",Short 2,Miss Long,4z4,"+ve Space Read: Catch, +ve Space Read: Catch",-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,2957.880741801,9.699003405999070,Miami Heat,39,,,+ve DM Catch: Drive a Swing/Skip Pass,+ve Driving: Paint Touch,-ve Finishing: Read the Length,,,,-ve Positioning - Create Shape,-ve QB12: Weak Side,"+ve Relocate: Fill Behind, -ve Relocate: 45 Cut",Short 2,Made,5z7,+ve Space Read: Catch,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,2993.482639148660,16.20012187334210,Miami Heat,40,,"+ve Cutting & Screening: Denial, -ve Cutting & Screening: Denial","+ve DM Catch: Swing, +ve DM Catch: Uncontested Shot",,,+ve Footwork: Step to Ball,+ve Passing: Teammate on the Move,,+ve Positioning - Create Shape,+ve QB12: Strong Side,+ve Relocate: Slide Away,3pt,Made,8z2,-ve Space Read: Live Dribble,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,3029.982548353330,11.297757254996700,Miami Heat,41,,,,+ve Driving: Paint Touch,+ve Finishing: Earn a Foul,,,,,,-ve Relocate: Weak Corner,Short 2,Fouled,6z5,+ve Space Read: Live Dribble,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,3125.1864745826600,13.996641905334900,Miami Heat,42,,-ve Cutting & Screening: Movement,+ve DM Catch: Drive Pass,,-ve Finishing: Ball Security,,+ve Passing: Read the Length,,,,+ve Relocate: 45 Cut,,,,,-ve Transition: Effort and Pace,"Turnover, Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,3215.0826115393400,10.499578923993800,Miami Heat,43,,"+ve Cutting & Screening: Movement, +ve Cutting & Screening: Denial",,+ve Driving: Paint Touch,"+ve Finishing: Stride Pivot, +ve Finishing: Read the Length",+ve Footwork: Step to Ball,,,-ve Positioning - Create Shape,,"+ve Relocate: Reverse Direction, -ve Relocate: Dunker- Baseline Cut",Deep 2,Made,4z6,+ve Space Read: Live Dribble,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,3276.78208949733,15.60083202667060,Miami Heat,44,,"+ve Cutting & Screening: Movement, +ve Cutting & Screening: Cut Fill, -ve Cutting & Screening: Denial",,,,,,,,,,,,,,+ve Transition: Effort and Pace,"Turnover, Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,3327.9823518226700,6.6015477623282100,Miami Heat,45,,,,,"+ve Finishing: Read the Length, +ve Finishing: Ball Security",,+ve Passing: Teammate on the Move,,,"+ve QB12: Cutter, -ve QB12: Baseline",,Deep 2,Made,3z6,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,3377.3799099016600,7.69935177200523,Miami Heat,46,,,,,-ve Finishing: Ball Security,,,,,,,,,,,,"Turnover, Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,3471.6816880713300,10.498148584667400,Miami Heat,47,,"+ve Cutting & Screening: Movement, +ve Cutting & Screening: Cut Fill","+ve DM Catch: Swing, +ve DM Catch: Drive a Swing/Skip Pass",+ve Driving: Physicality,+ve Finishing: Earn a Foul,,,,-ve Positioning - Create Shape,-ve QB12: Baseline,"-ve Relocate: 45 Cut, +ve Relocate: Fill Behind, -ve Relocate: Dunker- Baseline Cut",Short 2,Fouled,5z5,+ve Space Read: Catch,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,3543.4819355716700,7.001303882997950,Miami Heat,48,,,,+ve Driving: Paint Touch,"+ve Finishing: Stride Pivot, +ve Finishing: Read the Length",,,,,,,Short 2,Made,6z7,+ve Space Read: Live Dribble,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,3572.981543861000,9.20159255233466,Miami Heat,49,,,,,,-ve Footwork: Patient Pickup,,,,,,3pt,Miss Short,9z1,-ve Space Read: Live Dribble,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,3617.079434346670,12.9030299153319,Miami Heat,50,,"+ve Cutting & Screening: Movement, +ve Cutting & Screening: Denial, +ve Cutting & Screening: Denial",,+ve Driving: Paint Touch,+ve Finishing: Earn a Foul,,,,+ve Positioning - Create Shape,"-ve QB12: Cutter, -ve QB12: Strong Side",+ve Relocate: Reverse Direction,Short 2,Fouled,5z7,+ve Space Read: Catch,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,3699.6819498033300,9.801262861002220,Miami Heat,51,,,+ve DM Catch: Uncontested Shot,,,,,,,+ve QB12: Strong Side,,3pt,Miss Short,4z11,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,3724.88322346533,7.198846520337610,Miami Heat,52,,,,+ve Driving: Paint Touch,"+ve Finishing: Stride Pivot, +ve Finishing: Read the Length",,,,,,,Short 2,Made,5z7,+ve Space Read: Live Dribble,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,3757.985605413330,9.994074382007060,Miami Heat,53,,,,+ve Driving: Paint Touch,+ve Finishing: Stride Pivot,+ve Footwork: Patient Pickup,,,+ve Positioning - Create Shape,,"+ve Relocate: Weak Corner, +ve Relocate: Dunker- Baseline Cut, +ve Relocate: Slide Away",Short 2,Made,5z7,+ve Space Read: Catch,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,3813.4833037813400,12.898847047997600,Miami Heat,54,,,,,"+ve Finishing: Stride Pivot, +ve Finishing: Earn a Foul",,,,+ve Positioning - Create Shape,,,Short 2,Fouled,5z7,-ve Space Read: Live Dribble,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,3900.482803034330,6.501883573329910,Miami Heat,55,,,,,"-ve Finishing: Stride Pivot, -ve Finishing: Read the Length",,,,,-ve QB12: Strong Side,"-ve Relocate: Corner Fill, -ve Relocate: Weak Corner",Short 2,Miss Short,6z7,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,3927.8801943736700,8.510061792660510,Miami Heat,56,,,,,,,,,,,,3pt,Miss Short,10z3,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,4179.77616740633,11.79550456733160,Miami Heat,57,,,,,"+ve Finishing: Stride Pivot, +ve Finishing: Read the Length",,,,+ve Positioning - Create Shape,"-ve QB12: Weak Side, +ve QB12: Baseline",-ve Relocate: Weak Corner,Short 2,Made,6z5,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,4204.773832228000,8.597926410333460,Miami Heat,58,,,,,"+ve Finishing: Ball Security, +ve Finishing: Read the Length",,+ve Passing: Teammate on the Move,,,,,Short 2,Made,5z7,,"+ve Transition: Effort and Pace, +ve Transition: Pitch Ahead","Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,4231.872633737000,14.999251936671500,Miami Heat,59,,-ve Cutting & Screening: Movement,"+ve DM Catch: Drive a Swing/Skip Pass, +ve DM Catch: Uncontested Shot",,,,,,+ve Positioning - Create Shape,"+ve QB12: Strong Side, +ve QB12: Fill Behind",-ve Relocate: 45 Cut,3pt,Miss Short,10z7,+ve Space Read: Catch,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,4244.56713644128,6.707513661050140,Miami Heat,60,,,+ve DM Catch: Uncontested Shot,,,,,,,,,3pt,Miss Short,4z11,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,4328.972516944000,17.001770925673600,Miami Heat,61,,,,-ve Driving: Paint Touch,,-ve Footwork: Patient Pickup,,,,,,Short 2,Miss Long,7z4,-ve Space Read: Catch,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,4361.974162539000,10.199681421672700,Miami Heat,62,,+ve Cutting & Screening: Movement,,+ve Driving: Paint Touch,+ve Finishing: Earn a Foul,,,,+ve Positioning - Create Shape,-ve QB12: Strong Side,"-ve Relocate: Dunker- Baseline Cut, +ve Relocate: Reverse Direction",Short 2,Fouled,4z5,+ve Space Read: Live Dribble,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,4433.17625894433,14.599585668666800,Miami Heat,63,,,-ve DM Catch: Uncontested Shot,,,,,,,,,3pt,Miss Left,9z2,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,4445.675581615000,10.797978927670600,Miami Heat,64,,,,+ve Driving: Paint Touch,+ve Finishing: Earn a Foul,,+ve Passing: Teammate on the Move,,-ve Positioning - Create Shape,-ve QB12: Strong Side,-ve Relocate: Weak Corner,Short 2,Fouled,5z7,+ve Space Read: Live Dribble,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,4541.073259320340,7.498536798326310,Miami Heat,65,,,,+ve Driving: Paint Touch,+ve Finishing: Earn a Foul,,,,+ve Positioning - Create Shape,,-ve Relocate: Fill Behind,Short 2,Fouled,5z7,+ve Space Read: Live Dribble,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,4609.175166853670,6.808240717663470,Miami Heat,66,,,,,"+ve Finishing: Stride Pivot, +ve Finishing: Read the Length",,+ve Passing: Teammate on the Move,,,,,Short 2,Made,5z7,,"+ve Transition: Pitch Ahead, +ve Transition: Effort and Pace","Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,4635.075764216330,12.500229635327700,Miami Heat,67,,,+ve DM Catch: Uncontested Shot,+ve Driving: Paint Touch,,,,,-ve Positioning - Create Shape,+ve QB12: Strong Side,"+ve Relocate: Dunker- Baseline Cut, -ve Relocate: Slide Away",3pt,Miss Short,3z1,+ve Space Read: Live Dribble,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,4681.474529277990,16.599411465337700,Miami Heat,68,,,+ve DM Catch: Drive a Swing/Skip Pass,+ve Driving: Paint Touch,-ve Finishing: Earn a Foul,,,,+ve Positioning - Create Shape,,-ve Relocate: Dunker- Baseline Cut,Short 2,Miss Short,6z7,"-ve Space Read: Live Dribble, +ve Space Read: Live Dribble",,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.26.25 MIA v NYK Team,4705.772297788000,14.702341219328400,Miami Heat,69,,"+ve Cutting & Screening: Movement, +ve Cutting & Screening: Cut Fill","+ve DM Catch: Drive a Swing/Skip Pass, +ve DM Catch: Uncontested Shot",,,,,,,+ve QB12: Weak Side,-ve Relocate: Dunker- Baseline Cut,3pt,Made,8z1,-ve Space Read: Catch,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
