Table 1
Timeline,Start time,Duration,Row,Instance number,Collective Coordination,Cutting & Screeing,DM Catch,Driving,Finishing,Footwork,Passing,Points,Positioning,QB12 DM,Relocation,Shot Location,Shot Outcome,Shot Specific,Space Read,Transition,Ungrouped,Notes,Flags
10.24.25 MIA v MEM Team,661.6857532115760,21.30055020409150,Miami Heat,13,,,"-ve DM Catch: Swing, +ve DM Catch: Drive Pass","+ve Driving: Paint Touch, +ve Driving: Physicality",-ve Finishing: Read the Length,-ve Footwork: Step to Ball,,,+ve Positioning - Create Shape,-ve QB12: Strong Side,"+ve Relocate: Slide Away, +ve Relocate: Dunker- Baseline Cut",Short 2,Miss Short,5z7,,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,680.5921343372970,8.401818328325700,Miami Heat,14,,,,,"+ve Finishing: Stride Pivot, +ve Finishing: Read the Length",,,,,,-ve Relocate: Corner Fill,Short 2,Miss Long,6z5,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,686.2918956669630,7.00273721264989,Miami Heat,15,,,+ve DM Catch: Uncontested Shot,,,,,,,,,3pt,Made,8z2,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,701.3964333573140,10.496910621307800,Miami Heat,16,,,,,,,,,,,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,933.9931942449010,11.403215088073800,Miami Heat,17,,+ve Cutting & Screening: Movement,,+ve Driving: Paint Touch,+ve Finishing: Read the Length,+ve Footwork: Step to Ball,,,+ve Positioning - Create Shape,,"+ve Relocate: Dunker- Baseline Cut, +ve Relocate: Slide Away",Short 2,Made,6z7,+ve Space Read: Live Dribble,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,966.1946800216180,22.0990531866762,Miami Heat,18,,"+ve Cutting & Screening: Cut Fill, -ve Cutting & Screening: Denial","-ve DM Catch: Swing, +ve DM Catch: Drive a Swing/Skip Pass, +ve DM Catch: Uncontested Shot","-ve Driving: Paint Touch, +ve Driving: Paint Touch",,"+ve Footwork: Step to Ball, +ve Footwork: Step to Ball",,,+ve Positioning - Create Shape,+ve QB12: Strong Side,"-ve Relocate: Weak Corner, +ve Relocate: Slide Away",3pt,Made,2z1,+ve Space Read: Catch,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,1007.4956945932700,8.495864858381200,Miami Heat,19,,,"+ve DM Catch: Swing, -ve DM Catch: Drive a Swing/Skip Pass, -ve DM Catch: Uncontested Shot",,,,,,,,,3pt,Miss Long,8z11,-ve Space Read: Catch,"+ve Transition: Effort and Pace, +ve Transition: Pitch Ahead","Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,1026.993730180620,9.402106573727910,Miami Heat,20,,,,,,-ve Footwork: Patient Pickup,,,,,,3pt,Miss Long,11z5,,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,1053.689850206320,11.002567121281300,Miami Heat,21,,,,+ve Driving: Paint Touch,"+ve Finishing: Stride Pivot, -ve Finishing: Earn a Foul",,,,,-ve QB12: Fill Behind,"-ve Relocate: Slide Away, +ve Relocate: Fill Behind, +ve Relocate: 45 Cut",Short 2,Miss Long,5z5,+ve Space Read: Live Dribble,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,1265.5914564643100,13.60069774159710,Miami Heat,22,,+ve Cutting & Screening: Movement,,"+ve Driving: Paint Touch, +ve Driving: Physicality, +ve Driving: Paint Touch",+ve Finishing: Stride Pivot,,,,+ve Positioning - Create Shape,,+ve Relocate: Fill Behind,Short 2,Made,4z5,+ve Space Read: Live Dribble,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,1300.1955606902900,11.899543472948200,Miami Heat,23,,,+ve DM Catch: Uncontested Shot,,,-ve Footwork: Step to Ball,+ve Passing: Teammate on the Move,,,+ve QB12: Skip Pass,,3pt,Made,3z11,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,1322.493704169400,20.200731774265700,Miami Heat,24,,-ve Cutting & Screening: Movement,,+ve Driving: Physicality,,-ve Footwork: Patient Pickup,,,+ve Positioning - Create Shape,"+ve QB12: Strong Side, -ve QB12: Weak Side",,Short 2,Miss Long,2z3,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,1347.992763265950,8.000771378249060,Miami Heat,25,,,+ve DM Catch: Uncontested Shot,,,,,,,+ve QB12: Strong Side,,3pt,Made,8z1,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,1418.3942502420500,9.496599335278230,Miami Heat,26,,,,,+ve Finishing: Physicality,,,,+ve Positioning - Create Shape,+ve QB12: Cutter,,Short 2,Miss Short,5z7,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,1439.395209341310,10.097492779367700,Miami Heat,27,,,+ve DM Catch: Drive a Swing/Skip Pass,"+ve Driving: Paint Touch, +ve Driving: Physicality","+ve Finishing: Stride Pivot, +ve Finishing: Read the Length, +ve Finishing: Physicality",,,,-ve Positioning - Create Shape,,"-ve Relocate: Fill Behind, -ve Relocate: Dunker- Baseline Cut",Short 2,Made,6z7,+ve Space Read: Catch,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,1505.4909397376800,20.90291568724460,Miami Heat,28,,"+ve Cutting & Screening: Movement, +ve Cutting & Screening: Denial","+ve DM Catch: Swing, +ve DM Catch: Swing",+ve Driving: Physicality,,"+ve Footwork: Step to Ball, +ve Footwork: Patient Pickup",+ve Passing: Teammate on the Move,,+ve Positioning - Create Shape,+ve QB12: Fill Behind,-ve Relocate: 45 Cut,3pt,Made,8z1,,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,1537.0953150969000,22.595234615776500,Miami Heat,29,,,,+ve Driving: Paint Touch,+ve Finishing: Physicality,,,,+ve Positioning - Create Shape,+ve QB12: Baseline,"+ve Relocate: Reverse Direction, +ve Relocate: Fill Behind, -ve Relocate: Dunker- Baseline Cut",Deep 2,Made,4z7,+ve Space Read: Live Dribble,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,1744.2372533346300,15.50344132289890,Miami Heat,30,,-ve Cutting & Screening: Principle,"+ve DM Catch: Swing, +ve DM Catch: Drive Pass",,"+ve Finishing: Stride Pivot, +ve Finishing: Earn a Foul",,+ve Passing: Teammate on the Move,,+ve Positioning - Create Shape,"-ve QB12: Roller, -ve QB12: Weak Side",+ve Relocate: Weak Corner,Short 2,Fouled,5z7,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,1863.937579035940,4.198231791351870,Miami Heat,31,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,1894.650950555330,14.086968895385300,Miami Heat,32,,,"+ve DM Catch: Drive Pass, +ve DM Catch: Swing, +ve DM Catch: Uncontested Shot",,,-ve Footwork: Step to Ball,,,+ve Positioning - Create Shape,+ve QB12: Weak Side,"+ve Relocate: Weak Corner, -ve Relocate: Corner Fill",3pt,Miss Short,8z11,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,1918.33834973799,6.7971413033219500,Miami Heat,33,,,,,,,+ve Passing: Teammate on the Move,,,+ve QB12: Cutter,,Short 2,Made,4z8,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,1946.6395260787300,23.701552006501500,Miami Heat,34,,+ve Cutting & Screening: Movement,"+ve DM Catch: Swing, +ve DM Catch: Drive a Swing/Skip Pass",,,"+ve Footwork: Step to Ball, -ve Footwork: Step to Ball, -ve Footwork: Patient Pickup, +ve Footwork: Long 2",+ve Passing: Teammate on the Move,,+ve Positioning - Create Shape,"+ve QB12: Fill Behind, +ve QB12: Fill Behind","+ve Relocate: Fill Behind, -ve Relocate: 45 Cut, -ve Relocate: Weak Corner, +ve Relocate: Fill Behind",3pt,Made,11z8,+ve Space Read: Catch,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,2020.938559121370,14.099303704884300,Miami Heat,35,,-ve Cutting & Screening: Principle,,+ve Driving: Paint Touch,+ve Finishing: Physicality,,+ve Passing: Read the Length,,+ve Positioning - Create Shape,+ve QB12: Baseline,"+ve Relocate: Weak Corner, +ve Relocate: Slide Away, +ve Relocate: Fill Behind",Short 2,Made,4z5,+ve Space Read: Live Dribble,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,2048.7375009006100,7.598910976348630,Miami Heat,36,,,-ve DM Catch: Uncontested Shot,,,,+ve Passing: Teammate on the Move,,,+ve QB12: Strong Side,,3pt,Made,8z10,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,2247.6415206836500,13.297581284720800,Miami Heat,37,,"+ve Cutting & Screening: Movement, -ve Cutting & Screening: Denial",+ve DM Catch: Swing,,+ve Finishing: Earn a Foul,+ve Footwork: Step to Ball,,,+ve Positioning - Create Shape,,,Short 2,Fouled,6z8,+ve Space Read: Live Dribble,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,2315.5373864479500,18.698982414606200,Miami Heat,38,,,-ve DM Catch: Uncontested Shot,,,,,,,,,3pt,Made,9z2,,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,2344.538908008620,12.402441633661100,Miami Heat,39,,,,+ve Driving: Physicality,+ve Finishing: Read the Length,,,,+ve Positioning - Create Shape,-ve QB12: Weak Side,+ve Relocate: Fill Behind,Short 2,Made,4z8,+ve Space Read: Catch,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,2365.541664938990,7.398095934924190,Miami Heat,40,,,,,,,+ve Passing: Teammate on the Move,,,+ve QB12: Cutter,,Short 2,Made,4z5,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,2386.1371179273100,7.899967143954660,Miami Heat,41,,,,,"+ve Finishing: Stride Pivot, +ve Finishing: Earn a Foul",,+ve Passing: Teammate on the Move,,,,,Short 2,Fouled,5z7,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,2470.436123657960,13.30355958360540,Miami Heat,42,,+ve Cutting & Screening: Denial,,+ve Driving: Paint Touch,-ve Finishing: Read the Length,-ve Footwork: Step to Ball,,,,,"-ve Relocate: 45 Cut, -ve Relocate: Corner Fill",Short 2,Miss Short,5z7,+ve Space Read: Live Dribble,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,2546.1400595146100,13.198768509343200,Miami Heat,43,,"+ve Cutting & Screening: Movement, -ve Cutting & Screening: Movement","-ve DM Catch: Swing, +ve DM Catch: Drive a Swing/Skip Pass",-ve Driving: Paint Touch,+ve Finishing: Read the Length,,+ve Passing: Teammate on the Move,,+ve Positioning - Create Shape,+ve QB12: Cutter,"-ve Relocate: Weak Corner, +ve Relocate: 45 Cut",Short 2,Made,5z7,+ve Space Read: Live Dribble,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,2575.539429529210,6.500987962096130,Miami Heat,44,,,,,"+ve Finishing: Stride Pivot, +ve Finishing: Stride Holds, +ve Finishing: Earn a Foul",,,,,,,Short 2,Made,4z5,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,2643.1358867569700,16.200714444916700,Miami Heat,45,,,"+ve DM Catch: Drive a Swing/Skip Pass, +ve DM Catch: Swing, -ve DM Catch: Drive a Swing/Skip Pass",+ve Driving: Paint Touch,,"+ve Footwork: Step to Ball, +ve Footwork: Patient Pickup",+ve Passing: Read the Length,,+ve Positioning - Create Shape,-ve QB12: Strong Side,"+ve Relocate: Dunker- Baseline Cut, -ve Relocate: Weak Corner, +ve Relocate: Dunker- Baseline Cut, +ve Relocate: Reverse Direction, +ve Relocate: Slide Away",Short 2,Made,6z5,"-ve Space Read: Catch, -ve Space Read: Catch",+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,2667.639413947230,11.800298962331500,Miami Heat,46,,,,+ve Driving: Paint Touch,,-ve Footwork: Patient Pickup,,,+ve Positioning - Create Shape,,-ve Relocate: Weak Corner,Short 2,Miss Long,5z7,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,2892.040908226360,9.900920542937460,Miami Heat,47,,-ve Cutting & Screening: Principle,,,+ve Finishing: Read the Length,,,,,-ve QB12: Fill Behind,"+ve Relocate: Weak Corner, -ve Relocate: Slide Away, -ve Relocate: Reverse Direction",Short 2,Made,5z7,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,2909.835833312630,9.704775769977910,Miami Heat,48,,,,"+ve Driving: Paint Touch, +ve Driving: Physicality","+ve Finishing: Stride Pivot, -ve Finishing: Earn a Foul",,,,+ve Positioning - Create Shape,"-ve QB12: Fill Behind, -ve QB12: Weak Side","-ve Relocate: Dunker- Baseline Cut, +ve Relocate: Fill Behind",Short 2,Miss Long,5z7,+ve Space Read: Live Dribble,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,2968.035669581200,13.60265686450750,Miami Heat,49,,,,+ve Driving: Paint Touch,-ve Finishing: Read the Length,,,,-ve Positioning - Create Shape,-ve QB12: Cutter,"+ve Relocate: Weak Corner, -ve Relocate: Dunker- Baseline Cut",Short 2,Miss Long,6z7,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,2979.3387363202500,7.101756926751480,Miami Heat,50,,,,,,,,,,,,Short 2,Miss Long,5z7,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,3024.535873022300,13.90226045066630,Miami Heat,51,,-ve Cutting & Screening: Movement,"+ve DM Catch: Swing, -ve DM Catch: Swing, +ve DM Catch: Drive a Swing/Skip Pass, +ve DM Catch: Uncontested Shot",,,"+ve Footwork: Step to Ball, -ve Footwork: Step to Ball",+ve Passing: Teammate on the Move,,+ve Positioning - Create Shape,+ve QB12: Strong Side,"+ve Relocate: Fill Behind, -ve Relocate: Weak Corner",3pt,Miss Long,3z1,+ve Space Read: Catch,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,3039.8385691589900,10.499935549732100,Miami Heat,52,,,"+ve DM Catch: Swing, +ve DM Catch: Drive a Swing/Skip Pass",+ve Driving: Paint Touch,"-ve Finishing: Stride Pivot, -ve Finishing: Earn a Foul",,,,,"+ve QB12: Strong Side, -ve QB12: Baseline","+ve Relocate: Dunker- Baseline Cut, -ve Relocate: Slide Away",Short 2,Miss Long,6z7,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,3057.1387578393000,14.099273481963800,Miami Heat,53,,+ve Cutting & Screening: Movement,+ve DM Catch: Drive a Swing/Skip Pass,"-ve Driving: Paint Touch, +ve Driving: Physicality",,-ve Footwork: Patient Pickup,,,,-ve QB12: Fill Behind,"+ve Relocate: 45 Cut, -ve Relocate: Fill Behind",Short 2,Miss Long,5z4,-ve Space Read: Catch,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,3140.8384839790000,13.298332599951700,Miami Heat,54,,,"+ve DM Catch: Swing, +ve DM Catch: Drive a Swing/Skip Pass","+ve Driving: Paint Touch, +ve Driving: Paint Touch",+ve Finishing: Physicality,-ve Footwork: Step to Ball,,,"+ve Positioning - Create Shape, +ve Positioning - Create Shape",+ve QB12: Weak Side,"+ve Relocate: Fill Behind, +ve Relocate: Slide Away",Deep 2,Made,4z6,"+ve Space Read: Live Dribble, +ve Space Read: Catch",-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,3232.2200795102900,13.418955989327500,Miami Heat,55,,+ve Cutting & Screening: Movement,+ve DM Catch: Uncontested Shot,+ve Driving: Paint Touch,,,+ve Passing: Teammate on the Move,,+ve Positioning - Create Shape,+ve QB12: Strong Side,+ve Relocate: Dunker- Baseline Cut,3pt,Miss Long,8z2,+ve Space Read: Live Dribble,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,3252.8401234253000,7.102500814717130,Miami Heat,56,,,,,"+ve Finishing: Read the Length, +ve Finishing: Earn a Foul",,+ve Passing: Teammate on the Move,,,,,Short 2,Made,5z7,,"+ve Transition: Effort and Pace, +ve Transition: Pitch Ahead","Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,3310.7383731300100,11.201400234287600,Miami Heat,57,,,-ve DM Catch: Drive a Swing/Skip Pass,,+ve Finishing: Earn a Foul,,,,,+ve QB12: Strong Side,,3pt,Fouled,7z11,-ve Space Read: Catch,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,3411.437209618300,23.99938265595760,Miami Heat,58,,,"-ve DM Catch: Drive a Swing/Skip Pass, -ve DM Catch: Uncontested Shot",,,,,,,+ve QB12: Strong Side,,3pt,Miss Long,8z2,-ve Space Read: Catch,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,3518.717401545980,6.995876192637300,Miami Heat,59,,,,,,,,,,,,,,,+ve Space Read: Catch,+ve Transition: Effort and Pace,"Turnover, Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,3572.1544993746500,9.462386432562200,Miami Heat,60,,-ve Cutting & Screening: Denial,-ve DM Catch: Drive a Swing/Skip Pass,,,"+ve Footwork: Step to Ball, -ve Footwork: Patient Pickup",+ve Passing: Teammate on the Move,,,,,3pt,Miss Short,3z1,-ve Space Read: Catch,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,3593.315069007320,16.602951264023900,Miami Heat,61,,,+ve DM Catch: Back-to-Back,"+ve Driving: Paint Touch, +ve Driving: Physicality",-ve Finishing: Earn a Foul,-ve Footwork: Step to Ball,,,+ve Positioning - Create Shape,+ve QB12: Strong Side,"-ve Relocate: Dunker- Baseline Cut, +ve Relocate: Fill Behind",,,,+ve Space Read: Live Dribble,-ve Transition: Effort and Pace,"Turnover, Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,3638.1156916546600,12.599493069300500,Miami Heat,62,,,"+ve DM Catch: Swing, +ve DM Catch: Uncontested Shot",+ve Driving: Paint Touch,,,,,,+ve QB12: Strong Side,-ve Relocate: Weak Corner,3pt,Made,10z7,+ve Space Read: Live Dribble,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,3810.317103475620,11.299592766088600,Miami Heat,63,,,"+ve DM Catch: Swing, +ve DM Catch: Drive a Swing/Skip Pass",,-ve Finishing: Ball Security,,,,,,"+ve Relocate: Fill Behind, +ve Relocate: 45 Cut",,,,+ve Space Read: Catch,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,3858.8143964496500,9.70184317932808,Miami Heat,64,,-ve Cutting & Screening: Principle,,,+ve Finishing: Read the Length,,,,+ve Positioning - Create Shape,-ve QB12: Fill Behind,+ve Relocate: Fill Behind,Short 2,Miss Long,5z7,-ve Space Read: Catch,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,4055.6161746935700,9.30052364302992,Miami Heat,65,,"+ve Cutting & Screening: Movement, +ve Cutting & Screening: Cut Fill, -ve Cutting & Screening: Principle",,,+ve Finishing: Physicality,,+ve Passing: Teammate on the Move,,+ve Positioning - Create Shape,+ve QB12: Roller,"-ve Relocate: Fill Behind, +ve Relocate: Dunker- Baseline Cut",Short 2,Made,5z5,,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.24.25 MIA v MEM Team,4078.713922094010,7.9027774656701700,Miami Heat,66,,,,,,,-ve Passing: Read the Length,,,,,,,,,+ve Transition: Effort and Pace,"Turnover, Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
